texts,tags
สาขาอื่นมันไม่ร่วมไง,neg
หงส์ทองเลยอ่อ ไม่ไหว,neg
เหมือนคนบ้าอ่ะ555555,neg
อย่าาาาาาาาาาาาาาาาา,neg
ออ บุหรี่ไฟฟ้าติดคุก,neg
อ่าน reply ละสงอ่าาา,neg
เอ็มเค อร่อยนะแต่แพง,neg
285เหล้าหมาไม่แดกจร้า,neg
dmax นี่ขยะเยอะจริงๆๆ,neg
Kulov แม่งเมาค้างมากก,neg
กฏหมายหัวควย โครตแม้ง,neg
กินไม่เปนเอมคงเอมเค😅,neg
กินเรดแล้วหนักหัวสัสๆ,neg
กุไม่กล้าขับ เสียว555,neg
โกงงงงงงงงงงงงงงงงงงง,neg
ขอชาตินี้นะครับนิสสัน,neg
เข้าไป..หมดแล้ว😭😭😭,neg
จืดกว่าไฮเนเก้นอีกหรอ,neg
แจ่วหวานไปนะก้อน 😭😭,neg
ชีสสสสมันน้อยไปไหมอ่า,neg
ต้องดักตีแม่มไอพวกนี้,neg
ต่างจังหวัดไม่มีเซงไป,neg
ติดบุหรี่ไฟฟ้าว่ะแม่ง,neg
แต่ปวดหัวเพราะแดกช้าง,neg
ทำไมที่เรากินไม่มีใส้,neg
ทำไมฮอทพอทไม่มีกุ้งคะ,neg
แท็กอีกล้าวอิเหี้ยยยย,neg
น่าจะจำกัดอายุมากกว่า,neg
นิสสันไทยน่าตามไปด้วย,neg
บริหารบ้านเมืองให้พัง,neg
บางครั้งหมดแล้วหมดเลย,neg
บาบีก้อนบุฟเฟ่ไม่คุ้ม,neg
บุหรี่ไฟฟ้ามันไร้สาระ,neg
เบียร์ช้าง ปวดหัวตายย,neg
เบื่อ ไม่เคยมีหาดใหญ่,neg
เบื่อไก่อยากกินเอ็มเค,neg
เบื่อซูชิแบ๊ววววววว🤩,neg
ปรากด แพงกว่าค่าอาหาร,neg
เปลี่ยนใจจากยาริสแล้ว,neg
ผ้าอนามัยมันบาดหี!!!!,neg
พรรคสามัญชนคือนูกูมาก,neg
แพงไปกินชาบูดีกว่าไหม,neg
เมกาบางนา ไม่ร่วมเด้อ,neg
แม่งเอ้ย ขอนแก่นไม่มี,neg
ไม่ค่อยเจอป๋องม่วงเลย,neg
ไม่ชอบกินไม่ใช่อ่อเออ,neg
ยอมแล้วกุ เมาสปาย5555,neg
ยังเสือกไปซื้อโจมาโลน,neg
ลดละก็ยังแพงอยู่55555,neg
เลิกกินสิงห์ละกัน -_-,neg
เลิกเบียร์ขวดเขียวเรย,neg
วันนี้กินนมไม่กินสปาย,neg
สงสัยจะอดไม่มีคนดูแจม,neg
สวยกว่าแอคคอร์ดG10อีก,neg
สิงห์แพงเค้าเลยไม่กิน,neg
สีจะแพงกว่าค่ากิน5556,neg
แสงโสมไง ละกูไม่ชอบไง,neg
หนีช้าง มากินลีโอ5555,neg
หยุด! กูเอียนแล้ววว🙄,neg
เห็นคิวแท็กซี่แล้วท้อ,neg
ให้เวลาน้อยไปนะเจ้าคะ,neg
ไหนว่าเปลี่ยนกะทะละไง,neg
อันนี้น้ำจิ้มไม่อร่อย,neg
อีกหน่อยแม่งก็กินช้าง,neg
เอาขวานมาสับกะลาแลนด์,neg
55555555 มึงจะหยี๋ทำไม,neg
B1 ไม่ชอบกินไอติมอะ B2,neg
concealer ysl ไม่ทับใจ,neg
Kulov นี่ว่ามันหวานไป๊,neg
กินนี่กินหมูป๋องดีกว่า,neg
กูเฉยๆกะซุปเปอร์มัมว่ะ,neg
กูแพ้โซฟีไง คันอยู่หนิ,neg
กูสิจุกต้มมาม่าตายแร้ว,neg
กูเเพ้กลิ่นบุหรี่ไฟฟ้า,neg
เกลียดการขายเบียร์ช้าง,neg
เกี่ยวกับเงินภาษีล้วนๆ,neg
ขนาดตำรวจแท้ๆยังดูดเรย,neg
ขอเพิ่มสาขาหน่อยค่ะะะะ,neg
ขำ จับบุหรี่ไฟฟ้ายึดรถ,neg
ค่าชุดแพงกว่าส่วนลด 😅,neg
แค่ป๋องดำก็หัวทิ่มละ😂,neg
แค่อเมร่ากว้างกว่าแจ๊ส,neg
โคตรบิดเบือนเลย ห่าลาก,neg
จบละ สาขาไกลๆ ทั้งนั้น,neg
จะมีกล่องหน่อยก้มะด้าย,neg
จัน-ศุก อ่ะจ้าา อด5555,neg
เจอแบบนี้ทุกวันคืออะไร,neg
เชี่ยละ เจียงฮายบ้านกู,neg
โชคดีไม่กินช้างกินลีโอ,neg
ใช้กานีเย่ไม่ได้อ่ะเจ้,neg
โซฟีกาวแปะไม่เคยติดเลย,neg
เดียวนี้แพงขึ้นเยอะเลย,neg
โดนขังเพราะบุหรี่ไฟฟ้า,neg
แต่พี่ไดเมาสปาย กากมาก,neg
ถึงกับกินไม่ลงบาบีก้อน,neg
นั่งแท็กซี่แม่งเลยอิผี,neg
น่ากินเนาะ เเพงไปหน่อย,neg
บ้านเราอยู่ในกะลาต่อไป,neg
บาบีก้อนของชั้นนน ม่าย,neg
บุหรี่ไฟฟ้าvs ฆ่าหันศพ,neg
เบื่อกิน285ทีไร ตัวแดง,neg
เปลี่ยนที่บ้างเหอะ🤣🤣,neg
เปิดกะลาออกมาสักทีเหอะ,neg
ไปสัส 29 เจมสันคนละขวด,neg
ผ้าอนามัยที่นี่โคตรแพง,neg
เผ็ดไป ขอแบบเดิมได้ไหม,neg
พยาธิชัดๆพิดพลาดได้555,neg
แพ้ผ้าอนามัยมีผื่นขึ้น,neg
ภาพมันติดตาไปแย้วว แงๆ,neg
มาพนักงานแจ้งว่า ไม่มี,neg
แม่งเอ้ยหลอกให้ดีจัยส์,neg
ไม่เข้าใจ หม่า มาได้ไง,neg
ไม่เจียมไงเสือกแดกลีโอ,neg
ไม่ชอบเอมเคเท่าไหร่ 😕,neg
ไม่ไปตรงkulovเนี่ยแหละ,neg
ไม่มีสาขาที่ใกล้เลยจ้า,neg
ไม่ไหวแล้วนอนไม่หลับบบ,neg
ไม่อร่อยกินอย่างอื่นสิ,neg
ไม่เอากลัวข่าวบาบีก้อน,neg
ไม่เอาละเปลียนร้านมั้ง,neg
ยกเว้นสาขาซีคอน&สยาม..,neg
ยากกิน ทำไมสงขลา ไม่มี,neg
เรียกเฉื่อยเก็บแม่งเลย,neg
วิ่งทำไมเสียเวลา555555,neg
